"행정구역별(읍면동)","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"보성군","남자[명]","명","19495","19257","19109","18873","18442","18255",
"보성군","여자[명]","명","21193","20868","20833","20500","19897","19633",
"보성군","내국인-계[명]","명","40218","39592","39374","38755","37654","37284",
"보성군","내국인-남자[명]","명","19308","19048","18879","18621","18157","18024",
"보성군","내국인-여자[명]","명","20910","20544","20495","20134","19497","19260",
"보성군","외국인-계[명]","명","470","533","568","618","685","604",
"보성군","외국인-남자[명]","명","187","209","230","252","285","231",
"보성군","외국인-여자[명]","명","283","324","338","366","400","373",
"보성군","가구-계[가구]","가구","18239","18244","18183","18093","17839","17980",
"보성군","일반가구[가구]","가구","18104","18125","18037","17970","17708","17862",
"보성군","집단가구[가구]","가구","24","18","22","28","28","27",
"보성군","외국인가구[가구]","가구","111","101","124","95","103","91",
"보성군","주택-계[호]","호","19830","19619","19896","19800","19491","19464",
"보성군","단독주택[호]","호","16950","16655","16687","16552","16246","16215",
"보성군","아파트[호]","호","2280","2280","2447","2447","2447","2447",
"보성군","연립주택[호]","호","341","423","453","489","497","497",
"보성군","다세대주택[호]","호","115","115","115","115","115","115",
"보성군","비거주용 건물내 주택[호]","호","144","146","194","197","186","190",
"보성군","주택이외의 거처[호]","호","463","460","499","562","556","569",
"화순군","총인구[명]","명","61380","61018","60566","60040","59671","60247",
"화순군","남자[명]","명","29583","29499","29246","29062","28900","29207",
"화순군","여자[명]","명","31797","31519","31320","30978","30771","31040",
"화순군","내국인-계[명]","명","60367","59971","59422","58834","58369","59044",
"화순군","내국인-남자[명]","명","29120","28997","28713","28504","28290","28665",
"화순군","내국인-여자[명]","명","31247","30974","30709","30330","30079","30379",
"화순군","외국인-계[명]","명","1013","1047","1144","1206","1302","1203",
"화순군","외국인-남자[명]","명","463","502","533","558","610","542",
"화순군","외국인-여자[명]","명","550","545","611","648","692","661",
"화순군","가구-계[가구]","가구","25300","25237","25288","25152","25005","25608",
"화순군","일반가구[가구]","가구","25019","24953","24991","24869","24708","25343",
"화순군","집단가구[가구]","가구","32","32","36","36","41","35",
"화순군","외국인가구[가구]","가구","249","252","261","247","256","230",
"화순군","주택-계[호]","호","27448","27477","27924","27949","27942","28628",
"화순군","단독주택[호]","호","15398","15396","15378","15386","15336","15394",
"화순군","아파트[호]","호","11517","11517","11923","11941","11959","12571",
"화순군","연립주택[호]","호","291","291","291","291","291","291",
"화순군","다세대주택[호]","호","32","35","55","55","79","79",
"화순군","비거주용 건물내 주택[호]","호","210","238","277","276","277","293",
"화순군","주택이외의 거처[호]","호","702","684","740","809","823","898",
"장흥군","총인구[명]","명","36890","36481","36275","35875","35494","35273",
"장흥군","남자[명]","명","17843","17664","17657","17450","17250","17111",
"장흥군","여자[명]","명","19047","18817","18618","18425","18244","18162",
"장흥군","내국인-계[명]","명","36326","35847","35624","35123","34665","34508",
"장흥군","내국인-남자[명]","명","17608","17403","17376","17096","16827","16756",
"장흥군","내국인-여자[명]","명","18718","18444","18248","18027","17838","17752",
"장흥군","외국인-계[명]","명","564","634","651","752","829","765",
"장흥군","외국인-남자[명]","명","235","261","281","354","423","355",
"장흥군","외국인-여자[명]","명","329","373","370","398","406","410",
"장흥군","가구-계[가구]","가구","16487","16451","16547","16507","16497","16646",
"장흥군","일반가구[가구]","가구","16332","16297","16382","16356","16350","16484",
"장흥군","집단가구[가구]","가구","21","14","15","13","17","19",
"장흥군","외국인가구[가구]","가구","134","140","150","138","130","143",
"장흥군","주택-계[호]","호","17192","17000","17146","17525","17596","17679",
"장흥군","단독주택[호]","호","14310","14000","14050","14066","13893","13965",
"장흥군","아파트[호]","호","1890","1890","1921","2284","2532","2532",
"장흥군","연립주택[호]","호","607","727","727","727","727","727",
"장흥군","다세대주택[호]","호","156","156","159","157","156","156",
"장흥군","비거주용 건물내 주택[호]","호","229","227","289","291","288","299",
"장흥군","주택이외의 거처[호]","호","468","517","561","606","577","619",
"강진군","총인구[명]","명","35126","34102","33637","33298","32805","32778",
"강진군","남자[명]","명","16754","16399","16212","15988","15757","15901",
"강진군","여자[명]","명","18372","17703","17425","17310","17048","16877",
"강진군","내국인-계[명]","명","34669","33614","33106","32697","32141","32158",
"강진군","내국인-남자[명]","명","16549","16177","15966","15713","15462","15625",
"강진군","내국인-여자[명]","명","18120","17437","17140","16984","16679","16533",
"강진군","외국인-계[명]","명","457","488","531","601","664","620",
"강진군","외국인-남자[명]","명","205","222","246","275","295","276",
"강진군","외국인-여자[명]","명","252","266","285","326","369","344",
"강진군","가구-계[가구]","가구","15460","15217","15252","15155","15059","15398",
"강진군","일반가구[가구]","가구","15325","15084","15108","15012","14918","15250",
"강진군","집단가구[가구]","가구","20","20","21","22","21","22",
"강진군","외국인가구[가구]","가구","115","113","123","121","120","126",
"강진군","주택-계[호]","호","16553","16467","16509","16627","16843","17241",
"강진군","단독주택[호]","호","13925","13800","13855","13845","13849","13851",
"강진군","아파트[호]","호","1616","1632","1453","1581","1790","2177",
"강진군","연립주택[호]","호","432","448","559","559","552","552",
"강진군","다세대주택[호]","호","316","333","349","349","353","353",
"강진군","비거주용 건물내 주택[호]","호","264","254","293","293","299","308",
"강진군","주택이외의 거처[호]","호","494","464","516","549","539","567",
"해남군","총인구[명]","명","69237","68342","67123","66209","65175","65223",
"해남군","남자[명]","명","33940","33556","33016","32767","32434","32470",
"해남군","여자[명]","명","35297","34786","34107","33442","32741","32753",
"해남군","내국인-계[명]","명","67727","66751","65480","64365","63166","63310",
"해남군","내국인-남자[명]","명","33033","32589","32023","31635","31217","31330",
"해남군","내국인-여자[명]","명","34694","34162","33457","32730","31949","31980",
"해남군","외국인-계[명]","명","1510","1591","1643","1844","2009","1913",
"해남군","외국인-남자[명]","명","907","967","993","1132","1217","1140",
"해남군","외국인-여자[명]","명","603","624","650","712","792","773",
"해남군","가구-계[가구]","가구","29659","29458","29370","29121","28928","29535",
"해남군","일반가구[가구]","가구","29116","28953","28879","28634","28491","29031",
"해남군","집단가구[가구]","가구","41","33","40","41","42","33",
"해남군","외국인가구[가구]","가구","502","472","451","446","395","471",
"해남군","주택-계[호]","호","29935","29983","30305","30404","31247","31350",
"해남군","단독주택[호]","호","24519","24497","24624","24585","24345","24321",
"해남군","아파트[호]","호","4321","4382","4513","4621","5709","5802",
"해남군","연립주택[호]","호","437","437","437","449","449","473",
"해남군","다세대주택[호]","호","166","188","187","207","207","207",
"해남군","비거주용 건물내 주택[호]","호","492","479","544","542","537","547",
"해남군","주택이외의 거처[호]","호","839","840","875","941","981","1044",
"영암군","총인구[명]","명","61535","60329","57679","57175","57476","57076",
"영암군","남자[명]","명","33155","32389","30540","30312","30908","30667",
"영암군","여자[명]","명","28380","27940","27139","26863","26568","26409",
"영암군","내국인-계[명]","명","55277","54390","52898","52092","51322","51166",
"영암군","내국인-남자[명]","명","28360","27935","27122","26646","26362","26310",
"영암군","내국인-여자[명]","명","26917","26455","25776","25446","24960","24856",
"영암군","외국인-계[명]","명","6258","5939","4781","5083","6154","5910",
"영암군","외국인-남자[명]","명","4795","4454","3418","3666","4546","4357",
"영암군","외국인-여자[명]","명","1463","1485","1363","1417","1608","1553",
"영암군","가구-계[가구]","가구","25262","25184","24566","24246","24425","25307",
"영암군","일반가구[가구]","가구","23340","23332","23014","22736","22747","23534",
"영암군","집단가구[가구]","가구","44","35","39","46","50","47",
"영암군","외국인가구[가구]","가구","1878","1817","1513","1464","1628","1726",
"영암군","주택-계[호]","호","25088","25351","25665","25695","27037","27410",
"영암군","단독주택[호]","호","15292","15250","15336","15347","15280","15341",
